#timebase=2000000(ps)
,#voltbase=500000(mv/100)
#size=4000
-4.250E-06,0.040
-4.240E-06,0.020
-4.230E-06,0.060
-4.220E-06,0.000
-4.210E-06,0.020
-4.200E-06,0.060
-4.190E-06,0.020
-4.180E-06,0.040
-4.170E-06,0.040
-4.160E-06,0.040
-4.150E-06,0.040
-4.140E-06,0.060
-4.130E-06,0.060
-4.120E-06,0.100
-4.110E-06,0.060
-4.100E-06,0.020
-4.090E-06,0.000
-4.080E-06,0.040
-4.070E-06,0.020
-4.060E-06,0.060
-4.050E-06,0.100
-4.040E-06,0.100
-4.030E-06,0.080
-4.020E-06,0.100
-4.010E-06,0.120
-4.000E-06,0.140
-3.990E-06,0.140
-3.980E-06,0.160
-3.970E-06,0.160
-3.960E-06,0.120
-3.950E-06,0.120
-3.940E-06,0.120
-3.930E-06,0.120
-3.920E-06,0.160
-3.910E-06,0.200
-3.900E-06,0.160
-3.890E-06,0.120
-3.880E-06,0.100
-3.870E-06,0.100
-3.860E-06,0.100
-3.850E-06,0.120
-3.840E-06,0.120
-3.830E-06,0.140
-3.820E-06,0.140
-3.810E-06,0.140
-3.800E-06,0.140
-3.790E-06,0.100
-3.780E-06,0.120
-3.770E-06,0.100
-3.760E-06,0.060
-3.750E-06,0.120
-3.740E-06,0.140
-3.730E-06,0.120
-3.720E-06,0.120
-3.710E-06,0.140
-3.700E-06,0.100
-3.690E-06,0.100
-3.680E-06,0.120
-3.670E-06,0.100
-3.660E-06,0.080
-3.650E-06,0.080
-3.640E-06,0.060
-3.630E-06,0.060
-3.620E-06,0.080
-3.610E-06,0.060
-3.600E-06,0.100
-3.590E-06,0.100
-3.580E-06,0.040
-3.570E-06,0.100
-3.560E-06,0.060
-3.550E-06,0.080
-3.540E-06,0.040
-3.530E-06,0.040
-3.520E-06,0.060
-3.510E-06,0.060
-3.500E-06,0.080
-3.490E-06,0.040
-3.480E-06,0.020
-3.470E-06,0.000
-3.460E-06,0.000
-3.450E-06,0.020
-3.440E-06,0.060
-3.430E-06,0.040
-3.420E-06,0.080
-3.410E-06,0.100
-3.400E-06,0.080
-3.390E-06,0.080
-3.380E-06,0.100
-3.370E-06,0.080
-3.360E-06,0.140
-3.350E-06,0.120
-3.340E-06,0.120
-3.330E-06,0.100
-3.320E-06,0.100
-3.310E-06,0.100
-3.300E-06,0.140
-3.290E-06,0.140
-3.280E-06,0.140
-3.270E-06,0.140
-3.260E-06,0.100
-3.250E-06,0.100
-3.240E-06,0.080
-3.230E-06,0.140
-3.220E-06,0.140
-3.210E-06,0.180
-3.200E-06,0.160
-3.190E-06,0.140
-3.180E-06,0.120
-3.170E-06,0.120
-3.160E-06,0.140
-3.150E-06,0.140
-3.140E-06,0.120
-3.130E-06,0.140
-3.120E-06,0.120
-3.110E-06,0.120
-3.100E-06,0.120
-3.090E-06,0.140
-3.080E-06,0.100
-3.070E-06,0.140
-3.060E-06,0.120
-3.050E-06,0.160
-3.040E-06,0.120
-3.030E-06,0.120
-3.020E-06,0.100
-3.010E-06,0.120
-3.000E-06,0.140
-2.990E-06,0.100
-2.980E-06,0.080
-2.970E-06,0.120
-2.960E-06,0.140
-2.950E-06,0.100
-2.940E-06,0.160
-2.930E-06,0.160
-2.920E-06,0.120
-2.910E-06,0.160
-2.900E-06,0.100
-2.890E-06,0.140
-2.880E-06,0.140
-2.870E-06,0.180
-2.860E-06,0.200
-2.850E-06,0.200
-2.840E-06,0.220
-2.830E-06,0.200
-2.820E-06,0.220
-2.810E-06,0.220
-2.800E-06,0.220
-2.790E-06,0.240
-2.780E-06,0.320
-2.770E-06,0.260
-2.760E-06,0.260
-2.750E-06,0.180
-2.740E-06,0.160
-2.730E-06,0.140
-2.720E-06,0.200
-2.710E-06,0.260
-2.700E-06,0.300
-2.690E-06,0.320
-2.680E-06,0.300
-2.670E-06,0.360
-2.660E-06,0.360
-2.650E-06,0.380
-2.640E-06,0.380
-2.630E-06,0.440
-2.620E-06,0.420
-2.610E-06,0.420
-2.600E-06,0.460
-2.590E-06,0.480
-2.580E-06,0.500
-2.570E-06,0.520
-2.560E-06,0.460
-2.550E-06,0.460
-2.540E-06,0.460
-2.530E-06,0.440
-2.520E-06,0.420
-2.510E-06,0.340
-2.500E-06,0.300
-2.490E-06,0.280
-2.480E-06,0.240
-2.470E-06,0.220
-2.460E-06,0.220
-2.450E-06,0.180
-2.440E-06,0.180
-2.430E-06,0.160
-2.420E-06,0.140
-2.410E-06,0.180
-2.400E-06,0.140
-2.390E-06,0.120
-2.380E-06,0.100
-2.370E-06,0.100
-2.360E-06,0.080
-2.350E-06,0.080
-2.340E-06,0.100
-2.330E-06,0.060
-2.320E-06,0.060
-2.310E-06,0.080
-2.300E-06,0.000
-2.290E-06,0.080
-2.280E-06,-0.020
-2.270E-06,0.060
-2.260E-06,0.060
-2.250E-06,-0.020
-2.240E-06,0.000
-2.230E-06,-0.020
-2.220E-06,0.080
-2.210E-06,0.160
-2.200E-06,0.220
-2.190E-06,0.320
-2.180E-06,0.200
-2.170E-06,0.300
-2.160E-06,0.140
-2.150E-06,0.300
-2.140E-06,0.340
-2.130E-06,0.540
-2.120E-06,0.540
-2.110E-06,0.440
-2.100E-06,0.440
-2.090E-06,0.260
-2.080E-06,0.320
-2.070E-06,0.240
-2.060E-06,0.400
-2.050E-06,0.480
-2.040E-06,0.560
-2.030E-06,0.660
-2.020E-06,0.640
-2.010E-06,0.720
-2.000E-06,0.660
-1.990E-06,0.780
-1.980E-06,0.740
-1.970E-06,0.720
-1.960E-06,0.760
-1.950E-06,0.640
-1.940E-06,0.660
-1.930E-06,0.520
-1.920E-06,0.480
-1.910E-06,0.500
-1.900E-06,0.400
-1.890E-06,0.480
-1.880E-06,0.580
-1.870E-06,0.660
-1.860E-06,0.460
-1.850E-06,0.660
-1.840E-06,0.500
-1.830E-06,0.580
-1.820E-06,0.500
-1.810E-06,0.260
-1.800E-06,0.540
-1.790E-06,0.280
-1.780E-06,0.380
-1.770E-06,0.280
-1.760E-06,0.080
-1.750E-06,0.340
-1.740E-06,0.140
-1.730E-06,0.400
-1.720E-06,0.420
-1.710E-06,0.000
-1.700E-06,0.240
-1.690E-06,0.100
-1.680E-06,-0.120
-1.670E-06,0.300
-1.660E-06,0.180
-1.650E-06,0.160
-1.640E-06,0.340
-1.630E-06,0.060
-1.620E-06,0.160
-1.610E-06,0.200
-1.600E-06,0.060
-1.590E-06,0.060
-1.580E-06,0.160
-1.570E-06,0.180
-1.560E-06,0.320
-1.550E-06,0.320
-1.540E-06,0.440
-1.530E-06,0.340
-1.520E-06,0.380
-1.510E-06,0.440
-1.500E-06,0.340
-1.490E-06,0.340
-1.480E-06,0.380
-1.470E-06,0.200
-1.460E-06,0.220
-1.450E-06,0.180
-1.440E-06,0.120
-1.430E-06,0.180
-1.420E-06,0.260
-1.410E-06,0.300
-1.400E-06,0.380
-1.390E-06,0.420
-1.380E-06,0.280
-1.370E-06,0.340
-1.360E-06,0.300
-1.350E-06,0.240
-1.340E-06,0.240
-1.330E-06,0.240
-1.320E-06,0.200
-1.310E-06,0.320
-1.300E-06,0.220
-1.290E-06,0.100
-1.280E-06,0.180
-1.270E-06,-0.060
-1.260E-06,-0.060
-1.250E-06,0.020
-1.240E-06,-0.260
-1.230E-06,0.040
-1.220E-06,0.100
-1.210E-06,-0.080
-1.200E-06,0.280
-1.190E-06,0.160
-1.180E-06,0.060
-1.170E-06,0.100
-1.160E-06,0.060
-1.150E-06,0.180
-1.140E-06,0.500
-1.130E-06,0.300
-1.120E-06,0.560
-1.110E-06,0.500
-1.100E-06,0.480
-1.090E-06,0.540
-1.080E-06,0.320
-1.070E-06,0.200
-1.060E-06,0.360
-1.050E-06,0.400
-1.040E-06,0.420
-1.030E-06,0.660
-1.020E-06,0.440
-1.010E-06,0.500
-1.000E-06,0.420
-9.900E-07,0.400
-9.800E-07,0.420
-9.700E-07,0.520
-9.600E-07,0.500
-9.500E-07,0.480
-9.400E-07,0.300
-9.300E-07,0.240
-9.200E-07,0.220
-9.100E-07,0.020
-9.000E-07,0.060
-8.900E-07,-0.080
-8.800E-07,0.000
-8.700E-07,-0.040
-8.600E-07,-0.260
-8.500E-07,-0.160
-8.400E-07,-0.160
-8.300E-07,-0.220
-8.200E-07,-0.240
-8.100E-07,-0.260
-8.000E-07,-0.300
-7.900E-07,-0.360
-7.800E-07,-0.340
-7.700E-07,-0.560
-7.600E-07,-0.660
-7.500E-07,-0.840
-7.400E-07,-1.020
-7.300E-07,-1.360
-7.200E-07,-1.740
-7.100E-07,-2.100
-7.000E-07,-2.460
-6.900E-07,-2.680
-6.800E-07,-2.680
-6.700E-07,-2.660
-6.600E-07,-2.660
-6.500E-07,-2.660
-6.400E-07,-2.660
-6.300E-07,-2.640
-6.200E-07,-2.660
-6.100E-07,-2.660
-6.000E-07,-2.660
-5.900E-07,-2.660
-5.800E-07,-2.660
-5.700E-07,-2.660
-5.600E-07,-2.660
-5.500E-07,-2.660
-5.400E-07,-2.660
-5.300E-07,-2.640
-5.200E-07,-2.620
-5.100E-07,-2.440
-5.000E-07,-2.300
-4.900E-07,-1.860
-4.800E-07,-1.840
-4.700E-07,-1.560
-4.600E-07,-1.340
-4.500E-07,-1.380
-4.400E-07,-1.000
-4.300E-07,-1.020
-4.200E-07,-0.860
-4.100E-07,-0.680
-4.000E-07,-0.580
-3.900E-07,-0.620
-3.800E-07,-0.500
-3.700E-07,-0.480
-3.600E-07,-0.400
-3.500E-07,-0.300
-3.400E-07,-0.280
-3.300E-07,-0.320
-3.200E-07,-0.240
-3.100E-07,-0.300
-3.000E-07,-0.340
-2.900E-07,0.120
-2.800E-07,-0.340
-2.700E-07,0.120
-2.600E-07,-0.220
-2.500E-07,-0.560
-2.400E-07,-0.020
-2.300E-07,0.140
-2.200E-07,-0.140
-2.100E-07,0.500
-2.000E-07,-0.040
-1.900E-07,0.060
-1.800E-07,0.520
-1.700E-07,-0.500
-1.600E-07,0.440
-1.500E-07,0.240
-1.400E-07,0.200
-1.300E-07,1.340
-1.200E-07,-0.020
-1.100E-07,0.840
-1.000E-07,0.360
-9.000E-08,0.000
-8.000E-08,1.040
-7.000E-08,0.820
-6.000E-08,1.040
-5.000E-08,1.340
-4.000E-08,0.520
-3.000E-08,0.840
-2.000E-08,0.340
-1.000E-08,0.420
